From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	Developmental stage	Induction	Tissue specificity
vectorbase:AGAP008306	A0A1S4GXW6	unreviewed	A0A1S4GXW6_ANOGA	Phage protein	1277679	Anopheles gambiae (African malaria mosquito)	53								
vectorbase:AGAP008306	Q7Q4A2	unreviewed	Q7Q4A2_ANOGA	AGAP008306-PA	1277679 AgaP_AGAP008306	Anopheles gambiae (African malaria mosquito)	92								
vectorbase:AGAP008306	Q8WR28	unreviewed	Q8WR28_ANOGA	Secreted protein		Anopheles gambiae (African malaria mosquito)	92								
vectorbase:AQUA010627	A0A182XL82	unreviewed	A0A182XL82_ANOQN	Secreted protein		Anopheles quadriannulatus (Mosquito)	92								
vectorbase:ADIR011024	A0A182NTN3	unreviewed	A0A182NTN3_9DIPT	Secreted protein		Anopheles dirus	91								
vectorbase:AGAP006494	Q7Q5D9	unreviewed	Q7Q5D9_ANOGA	AGAP006494-PA	1277095 AgaP_AGAP006494	Anopheles gambiae (African malaria mosquito)	91								
vectorbase:AEPI000177	A0A182NZU6	unreviewed	A0A182NZU6_9DIPT	Secreted protein		Anopheles epiroticus	91								
vectorbase:ADIR007627	A0A182NJ02	unreviewed	A0A182NJ02_9DIPT	Secreted protein		Anopheles dirus	424								
vectorbase:ACHR000532	A0A182JPU8	unreviewed	A0A182JPU8_9DIPT	Ovule protein		Anopheles christyi	82								
vectorbase:AMIN005994	A0A182W6M9	unreviewed	A0A182W6M9_9DIPT	DUF725 domain-containing protein		Anopheles minimus	159								
vectorbase:ACUA005170	A0A182LYQ7	unreviewed	A0A182LYQ7_9DIPT	DUF725 domain-containing protein		Anopheles culicifacies	146								
vectorbase:AFAF013005	A0A182QM86	unreviewed	A0A182QM86_9DIPT	Secreted protein		Anopheles farauti	75								
vectorbase:ADIR011066	A0A182NTS5	unreviewed	A0A182NTS5_9DIPT	Secreted protein		Anopheles dirus	156								
vectorbase:AMEM015828	A0A182VJ35	unreviewed	A0A182VJ35_ANOME	Secreted protein		Anopheles merus (Mosquito)	91								
vectorbase:ACHR000533	A0A182JPU9	unreviewed	A0A182JPU9_9DIPT	Secreted protein		Anopheles christyi	91								
vectorbase:AGAP008307	Q7PN83	unreviewed	Q7PN83_ANOGA	AGAP008307-PA	1277678 AgaP_AGAP008307	Anopheles gambiae (African malaria mosquito)	90								
vectorbase:AGAP008307	Q8WR30	unreviewed	Q8WR30_ANOGA	Secreted protein		Anopheles gambiae (African malaria mosquito)	90								
vectorbase:AARA011261	A0A182ICE4	unreviewed	A0A182ICE4_ANOAR	Secreted protein		Anopheles arabiensis (Mosquito)	90								
vectorbase:AQUA010628	A0A182XL83	unreviewed	A0A182XL83_ANOQN	Secreted protein		Anopheles quadriannulatus (Mosquito)	90								
vectorbase:AFUN007400	A0A182RMC8	unreviewed	A0A182RMC8_ANOFN	Ig-like domain-containing protein		Anopheles funestus (African malaria mosquito)	90								
vectorbase:AFUN007400	Q06DI6	unreviewed	Q06DI6_ANOFN	Putative salivary protein 12		Anopheles funestus (African malaria mosquito)	89								
vectorbase:ASTE008633	A0A182Y3E2	unreviewed	A0A182Y3E2_ANOST	Secreted protein		Anopheles stephensi (Indo-Pakistan malaria mosquito)	118		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
vectorbase:ASTE008633	Q8I6P2	unreviewed	Q8I6P2_ANOST	Putative salivary protein hyp10		Anopheles stephensi (Indo-Pakistan malaria mosquito)	99								
vectorbase:ASTE008633	Q8I6R1	unreviewed	Q8I6R1_ANOST	Putative salivary protein hyp12		Anopheles stephensi (Indo-Pakistan malaria mosquito)	90								
vectorbase:ADIR007626	A0A182NJ01	unreviewed	A0A182NJ01_9DIPT	Secreted protein		Anopheles dirus	89								
vectorbase:AFUN007399	A0A182RMC7	unreviewed	A0A182RMC7_ANOFN	Salivary secreted peptide		Anopheles funestus (African malaria mosquito)	89								
vectorbase:AGAP006495	Q52P95	unreviewed	Q52P95_ANOGA	AGAP006495-PA (Hyp6.2)	4576763 AgaP_AGAP006495	Anopheles gambiae (African malaria mosquito)	85								
vectorbase:AMIN005446	A0A182W533	unreviewed	A0A182W533_9DIPT	Secreted protein		Anopheles minimus	85								
vectorbase:AALB014019	Q9NJS1	unreviewed	Q9NJS1_ANOAL	Salivary anti-thrombin peptide anophelin	AT	Anopheles albimanus (New world malaria mosquito)	83			molecular function inhibitor activity [GO:0140678]	molecular function inhibitor activity [GO:0140678]	GO:0140678			
vectorbase:AALB005634	A0A182FGJ3	unreviewed	A0A182FGJ3_ANOAL	Secreted protein		Anopheles albimanus (New world malaria mosquito)	177								
vectorbase:ACHR001623	A0A182JSZ1	unreviewed	A0A182JSZ1_9DIPT	Uncharacterized protein		Anopheles christyi	65								
vectorbase:AFUN003884	A0A182RCG8	unreviewed	A0A182RCG8_ANOFN	Secreted protein		Anopheles funestus (African malaria mosquito)	80								
vectorbase:AFUN003884	Q06DJ0	unreviewed	Q06DJ0_ANOFN	Putative salivary protein 15		Anopheles funestus (African malaria mosquito)	80								
vectorbase:AATE010554	A0A182J3A5	unreviewed	A0A182J3A5_9DIPT	Secreted protein		Anopheles atroparvus	79								
vectorbase:AALB006647	A0A182FJF2	unreviewed	A0A182FJF2_ANOAL	Secreted protein		Anopheles albimanus (New world malaria mosquito)	79								
vectorbase:AGAP000152	Q8WR25	unreviewed	Q8WR25_ANOGA	AGAP000152-PA	1272111 AgaP_AGAP000152	Anopheles gambiae (African malaria mosquito)	78								
vectorbase:AARA001015	A0A182HIF5	unreviewed	A0A182HIF5_ANOAR	Secreted protein		Anopheles arabiensis (Mosquito)	78								
vectorbase:AQUA002525	A0A182WYB4	unreviewed	A0A182WYB4_ANOQN	Secreted protein		Anopheles quadriannulatus (Mosquito)	78								
vectorbase:AMEM002793	A0A182USC4	unreviewed	A0A182USC4_ANOME	Secreted protein		Anopheles merus (Mosquito)	78								
vectorbase:ASTE000265	Q8I6Q1	unreviewed	Q8I6Q1_ANOST	5 kDa salivary peptide hyp15		Anopheles stephensi (Indo-Pakistan malaria mosquito)	78								
vectorbase:ADAC003913	W5JM15	unreviewed	W5JM15_ANODA	Hypothetical salivary protein 15	AND_003913	Anopheles darlingi (Mosquito)	78								
vectorbase:AGAP000151	Q7QEU2	unreviewed	Q7QEU2_ANOGA	AGAP000151-PA	1272112 AgaP_AGAP000151	Anopheles gambiae (African malaria mosquito)	77								
vectorbase:AGAP000151	Q8WR23	unreviewed	Q8WR23_ANOGA	Transmembrane protein		Anopheles gambiae (African malaria mosquito)	91								
vectorbase:AARA001016	A0A182HIF6	unreviewed	A0A182HIF6_ANOAR	Secreted protein		Anopheles arabiensis (Mosquito)	77								
vectorbase:AQUA002524	A0A182WYB3	unreviewed	A0A182WYB3_ANOQN	Secreted protein		Anopheles quadriannulatus (Mosquito)	77								
vectorbase:AMEM001932	A0A182UQL7	unreviewed	A0A182UQL7_ANOME	Secreted protein		Anopheles merus (Mosquito)	77								
vectorbase:ADIR000827	A0A182MZM2	unreviewed	A0A182MZM2_9DIPT	Secreted protein		Anopheles dirus	72								
vectorbase:AARA001547	A0A182HJX2	unreviewed	A0A182HJX2_ANOAR	Venom peptide		Anopheles arabiensis (Mosquito)	64								
vectorbase:AGAP003473	Q7QDF0	unreviewed	Q7QDF0_ANOGA	AGAP003473-PA	1272844 AgaP_AGAP003473	Anopheles gambiae (African malaria mosquito)	62								
vectorbase:AGAP003474	Q7QDE9	unreviewed	Q7QDE9_ANOGA	AGAP003474-PA	1272845 AgaP_AGAP003474	Anopheles gambiae (African malaria mosquito)	56								
vectorbase:AARA014154	A0A182IF84	unreviewed	A0A182IF84_ANOAR	Venom peptide		Anopheles arabiensis (Mosquito)	56								
